city,company,company_finance,company_size,company_type,company_url,date,department,education_requirement,experience_requirement,industry,major_requirement,monthly_salary_range,position_advantage,position_cleaned,position_info,position_tag,posted_url,posted_website,recruit_count,专业要求,公司主页,公司名称,公司性质,公司行业,公司规模,原始URL,发布日期,发布网站,学历,岗位介绍,工作地点,工作性质,招聘人数,经验,职位名称,职位诱惑,薪资,融资阶段,部门
,,,,,,,,,,,,,,,,,,,,,,北京融英乐知科技有限公司,民营公司,计算机软件,少于50人,http://jobs.51job.com/beijing-xcq/88606167.html?s=01&t=0,01/02/2018,前程无忧,本科,1、构建分布式大数据服务平台，参与和构建公司包括海量数据存储、离线/实时计算、实时查询，大数据系统运维等系统2、服务各种业务需求，服务日益增长的业务和数据量3、深入源码内核改进优化开源项目，解决各种hadoop、spark、hbase疑难问题岗位要求：1、计算机或相关专业本科以上学历（3年以上工作经验）2、精通C++/Java/Scala程序开发(至少一种)，熟悉Linux/Unix开发环境3、熟悉常用开源分布式系统，精通Hadoop/Hive/Spark/Storm/Flink/HBase之一源代码4、有大规模分布式系统开发、维护经验，有故障处理能力，源码级开发能力5、具有良好的沟通协作能力，具有较强的分享精神6、对Kudu、Kylin、Impala、ElasticSearch，github等系统有深入使用和底层研究者加分,北京-西城区,,1.0,无工作经验,Hbase开发工程师,"五险一金,通讯补贴,餐饮补贴,专业培训,年终奖金,绩效奖金,定期体检",20000-25000,,
,,,,,,,,,,,,,,,,,,,,,,广州棒谷科技股份有限公司,民营公司,"互联网, 电子商务,贸易, 进出口",1000-5000人,http://jobs.51job.com/guangzhou-byq/90005729.html?s=01&t=0,05/02/2018,前程无忧,本科,"岗位职责：1、拥有良好的沟通能力，能够根据业务需求分析系统要点及系统开发点；2、具备项目开发相关工作技能,并及时发现设计工作中的问题,提出解决问题的途径；3、根据业务需求，进行技术编码，调试，单元测试，能够解决核心技术问题；4、参与技术需求的调研，技术可行性分析，系统架构的设计、优化；5、按照需求进行设计开发，解决开发中所遇到的技术难题；6、完成模块详细设计与开发；7.负责项目小组的CodeReview岗位要求：1.3年以上java开发经验，2年以上大数据开发经验2.了解jvm的GC机制，有实际GC优化经验3.深入了解线程安全，锁机制，java并发包使用4.熟练使用netty通信5.有阅读源码能力6.熟练hbase编程API、存储模型等7.有hbase源码修改经验优先8.有hbase优化经验优先",广州-白云区,,2.0,无工作经验,"大数据开发工程师, , , 大数据","五险一金,定期体检,专业培训,员工旅游,年终奖金",10000-25000,,
,,,,,,,,,,,,,,,,,,,,,,北京娜迦信息科技发展有限公司,民营公司,"互联网, 电子商务,计算机软件",50-150人,http://jobs.51job.com/beijing-hdq/98080954.html?s=01&t=0,05/02/2018,前程无忧,本科,岗位职责：1、负责设计、开发、维护大数据分析处理相关的软件产品和模块，开发主要使用语言为JAVA2、负责对所负责功能模块进行单元测试和集成测试，包括：用例编写、执行测试、编写报告3、对所负责的产品或项目的功能模块进行需求分析任职要求：1、熟悉java编程，熟悉高并发编程、nio、JVM等模块。2、熟悉分布式原理，并了解大数据相关产品，包括Hadoop、Spark、HBase等。3、熟悉Linux/Unix开发环境，熟练使用shell命令。4、熟悉HDFS存储机制，熟悉HBase相关实现机制，并至少有一年项目使用经验。5、熟悉设计模式，并能在系统设计中应用者优先有开源产品参与经验者优先,北京-海淀区,,1.0,1年经验,Hbase开发工程师,"五险一金,专业培训,绩效奖金,年终奖金,弹性工作,定期体检",15000-25000,,
,,,,,,,,,,,,,,,,,,,,,,北京四维图新科技股份有限公司,上市公司,"互联网, 电子商务,计算机软件",1000-5000人,http://jobs.51job.com/beijing-hdq/95465444.html?s=01&t=0,05/02/2018,前程无忧,,1.负责基于Hbase的海量数据建设和维护；2.基于Hbase、海量数据开发相应的业务应用（主要是数据存储、检索、维护、优化等方面）；岗位职责1.统招本科及以上学历，计算机相关专业优先；2.精通/熟练掌握Java编程语言，有良好的编码风格，能承受一定的工作压力；3.熟悉Hbase基本原理，具有基本的Hbase基本维护能力以及一定的错误解决分析能力；4.对ZooKeeper/Hadoop/ES/Solor等分布式开源项目及其工作原理有一定理解；5.熟悉Linux基本命令，熟练使用各种Shell；6.具有有较强学习能力，具有快速掌握新技能解决问题的能力；7.具有团队意识，良好的沟通能力，以及高度的责任感，能够吃苦耐劳，善于钻研；8.有大数据集群构建经验者优先;9.名校教育背景经历优先;,北京-海淀区,,1.0,无工作经验,Hbase开发工程师,"五险一金,补充医疗保险,餐饮补贴,弹性工作,定期体检,专业培训,免费班车",10000-18000,,
,,,,,,,,,,,,,,,,,,,,,,汽车之家,民营公司,"互联网, 电子商务",1000-5000人,http://jobs.51job.com/beijing-hdq/94751089.html?s=01&t=0,05/02/2018,前程无忧,本科,,北京-海淀区,,1.0,3-4年经验,", ",,40000-50000,,
,,,,,,,,,,,,,,,,,,,,,,今日头条,民营公司,"互联网, 电子商务,计算机软件",10000人以上,http://jobs.51job.com/beijing/97643286.html?s=01&t=0,01/02/2018,前程无忧,本科,职位描述:1、参与Spark的定制和改进，为公司批处理和流式计算能力提供支撑；2、与开源社区保持交流；3、深入理解业务场景，与业务工程师合作，解决性能优化等问题。职位要求:1、深入了解Spark，为Spark贡献过patch者优先（请注明）；2、熟悉MapReduce、YARN等系统者优先；3、优秀的编码能力；对工程质量有很高的自我要求。,北京,,3.0,2年经验,Spark研发工程师,"六险一金,弹性工作,免费三餐,租房补贴,休闲下午茶",20000-40000,,
,,,,,,,,,,,,,,,,,,,,,,北京多牛互动传媒股份有限公司,上市公司,"互联网, 电子商务,影视, 媒体, 艺术, 文化传播",150-500人,http://jobs.51job.com/beijing-hdq/92957347.html?s=01&t=0,01/02/2018,前程无忧,,"同行的***伴~~~感谢缘分，让你点点手指进入了我们的招聘页面，我们期待，优秀的你尽快加入，结伴fighting！这里有大量的***，休闲的别墅办公，超美味的午餐，丰富的娱乐，欢乐的同事，这些你想拥有吗？在这里你再也不是简单的***，我们带你一起向高富帅的路上狂奔！我们需要你：*负责构建Spark/HDFS大数据处理架构；*负责基于Spark技术的海量数据的自动化分析处理和统计工作；*基于Spark框架大数据架构的设计、开发和维护；*根据相关需求使用SparkStreaming/Storm、SparkSQL进行数据处理、查询和统计等工作；*实现大数据的深层次挖掘和准确业务推荐/营销。我们希望你具备：*计算机或相关专业；*熟悉spark内核,熟练掌握Java或者Scala语言，追求代码质量和程序效率；*熟悉SparkSQL,sparkStreaming等，对Spark体系结构、运行机制和源码有深入研究优先；*熟悉ElasticSearch、Lucene优先；*有Spark调优、统计学知识的优先考虑；*对技术有强烈的兴趣，喜欢钻研，具有良好的学习能力；*责任心强，工作认真负责，能够承受一定的工作压力；*熟悉计算广告相关背景知识，有广告平台(ssp/dsp/adx)研发经验优先。先来点实际的：*多牛传媒为每一位员工提供最人性化的薪酬福利，工作环境；*入职缴纳社保公积金，我们义不容辞；*我们关心每一位多牛人的健康，健身房，水果，零食饮料等多项软福利；*每天下午困困哒，不要紧，咖啡无限量供应！*我们有最open的文化氛围，珍视每一位多牛人每一个小小的建议；*多牛传媒，趣，最活力，最学习，最靠谱，最创新；*我们等待你的加入！",北京-海淀区,,1.0,无工作经验,Spark开发工程师,"五险一金,弹性工作,专业培训,绩效奖金,年终奖金,股票期权",10000-20000,,
,,,,,,,,,,,,,,,,,,,,,,湖南金特尔信息技术有限公司,民营公司,"计算机软件,通信, 电信, 网络设备",50-150人,http://jobs.51job.com/changsha/77800228.html?s=01&t=0,01/02/2018,前程无忧,,"1、负责基于Spark平台ETL计算任务开发；2、对Spark平台不断优化，提升数据产品的质量和响应速度；3、参与Spark平台的数据存储，数据维护和优化和研发。任职要求：1、熟悉Linux系统环境，熟悉脚本编程；2、熟练掌握java,scala基础；3、了解Spark,Hadoop、Hive、Hbase、MapReduce这些常见的大数据框架；4、熟悉Spark,HDFS、Hbase、Hive的原理、特性和常用配置且有实战开发经验者优先；5、熟练使用Spark开发OLAP并有相关实战经验者优先。",长沙,,1.0,无工作经验,"Spark, Hadoop开发工程师","五险一金,定期体检,周末双休",10000-15000,,
,,,,,,,,,,,,,,,,,,,,,,深圳市财富趋势科技股份有限公司武汉研发中心,民营公司,"计算机软件,金融, 投资, 证券",150-500人,http://jobs.51job.com/wuhan/85824035.html?s=01&t=0,01/02/2018,前程无忧,,岗位职责：1.负责数据仓库和大数据处理模块的架构设计和开发；2.负责基于Spark技术的海量数据的处理、分析、统计、挖掘工作；3.基于Spark框架的数据仓库的设计，开发，维护；4.根据需求使用SparkStreaming和SparkSQL进行数据处理、查询、统计等工作。职位要求：1.本科以上学历，IT软件、计算机、互联网等相关专业；2.2年以上的Spark开发经验；3.熟悉Scala语言，对Scala原理、底层技术有深入研究者优先；4.熟悉SparkStreaming和SparkSQL；5.具有Hadoop集群和spark集群的性能优化能力；6.有过TB级数据系统开发经验者优先。,武汉,,2.0,无工作经验,Spark工程师,"五险一金,绩效奖金,年终奖金,法定假期,节日福利,月度奖金",7000-12000,,
,,,,,,,,,,,,,,,,,,,,,,深圳市中网彩网络技术有限公司,民营公司,"互联网, 电子商务",150-500人,http://jobs.51job.com/shenzhen/87000468.html?s=01&t=0,01/02/2018,前程无忧,本科,"【任职要求】1、计算机科学、计算机软件、通信或相关专业本科及以上学历；2、具有扎实的Java基础，熟悉J2EE体系结构，熟悉分布式、缓存、消息、搜索等机制；3、熟悉Spark内核，熟练掌握Scala和Python语言，追求代码质量和程序效率；4、熟悉SparkSQL,SparkStreaming，Storm，Hadoop，Mesos，kafka等，对Spark体系结构、运行机制和源码有深入研究；5、对Spark调优、统计学应用有实际工作经验者优先；6、具备金融风险控制和分析系统或相关产品研发经验者优先；7、良好的学习能力、沟通能力、适应能力，责任心强。",深圳,,1.0,3-4年经验,"大数据研发工程师, spark, ",,20000-25000,,
,,,,,,,,,,,,,,,,,,,,,,上海蓬景数字营销策划有限公司北京分公司,民营公司,"互联网, 电子商务,广告",150-500人,http://jobs.51job.com/beijing-cyq/95139451.html?s=01&t=0,01/02/2018,前程无忧,本科,"职位描述：1.负责基于Spark的海量数据处理、分析、统计、挖掘工作；2.负责基于开源组件如Kafka、Spark、Hadoop构建统一的计算平台，包含准实时、离线计算，以及计算平台的性能调优；3.负责根据需求使用SparkMachineLearning进行数据分析、挖掘等工作。职位要求：1.计算机相关专业，3年及以上大数据领域工作经验；2.熟悉Hadoop/Spark/Kafka等开源组件的使用，至少有1年的Spark(Streaming/SQL/MLlib)应用开发经验；3.精通Scala/Java/Python语言(至少两种)，熟悉Linux开发环境；4.有海量数据处理、数据分析和挖掘经验者优先,有统计学数学知识者优先；5.有HBase、Hive、ELK等经验者优先；6.有优良的分析解决问题能力，具有良好的学习能力、团队协作能力和沟通能力；7.有统计学数学知识，海量数据处理、数据分析和挖掘经验者优先。",北京-朝阳区,,1.0,5-7年经验,spark工程师,"五险一金,补充医疗保险,交通补贴,餐饮补贴,年终奖金,弹性工作,定期体检",15000-20000,,
,,,,,,,,,,,,,,,,,,,,,,上海闪招信息技术有限公司,民营公司,"互联网, 电子商务",少于50人,http://jobs.51job.com/shanghai-mhq/96108472.html?s=01&t=0,02/02/2018,前程无忧,本科,岗位职责1、负责重要业务模块的开发；2、负责架构组件的研究，开发；3、协助CTO进行架构升级；4、负责开发规范的审查；5、负责重要项目的推进；要求:任职资格1、计算机或相关专业本科及以上学历；2、5年以上相关工作经验；3、有非常整洁的代码习惯；4、精通J2EE；5、精通Spark相关组件，有主导线上项目的经验；6、有丰富的架构经验；7、有抗压能力，能同时进行多项事务；8、有很强的多人项目的推进能力；,上海-闵行区,,1.0,5-7年经验,架构师,,30000-50000,,
