职位名称,部门,工作地点,工作性质,经验,学历,薪资,专业要求,招聘人数,职位诱惑,岗位介绍,公司名称,公司行业,公司性质,融资阶段,公司规模,公司主页,发布日期,发布网站,原始URL
数据运营,,成都,,2年经验,本科,7000-15000,,1,,1、日常数据分析，输出数据日报、周报等数据报告，从数据中发现问题，对运营过程中的异常进行预警，并协助上级及城市运营团队及时解决，最终达到防范和快速解决问题发生的目的；2、竞对运营数据调研和分析，规范化数据运营流程及监控机制，为业务决策做出有效依据；3、撰写数据分析报告、协助报告宣讲，包括但不仅限于专题类、周报、月报、年报等；4、培训城市相关运营团队，逐渐提高团队数据分析及精细化运营能力；5、协助运营策略、线上线下活动在区域内的落地。岗位要求：1、本科及以上学历，1年及以上数据运营或数据分析经验，有用户分析、互联网行业背景优先；2、较好的数据敏感和洞察能力，快速从繁杂数据中发现问题；3、较好的业务理解和学习能力，能够把数据和业务紧密联系，推动数据和运营方案提升；4、有较好的逻辑思维能力、沟通协调能力与文本交付能力；5、熟悉分析统计等相关软件，精通Excel，函数，SQL，熟悉数据挖掘的常用算法。,饿了么,"互联网, 电子商务",合资,,10000人以上,,03/01/2018,前程无忧,http://jobs.51job.com/chengdu/97357731.html?s=01&t=0
"数据运营经理, ",,北京-东城区,,3-4年经验,本科,12000-18000,,1,"五险一金,补充医疗保险,员工旅游,绩效奖金,年终奖金,专业培训",职责描述：1.负责公司销售数据的汇总、分析工作2.配合公司基金产品部门的相关管理工作3.负责制定总公司销售激励政策4负责CRM系统的开发商对接工作5.负责公司成本、利润计算及监控工作6.负责协助公司上市的相关准备工作，并提供相关数据参考7.负责公司客户数据的分析工作任职要求：1.本科及以上学历，金融、经济相关专业，具备证券基金从业资格优先考虑；2.具有3年以上银行、证券、基金、财富管理、私募PE/vc等金融机构数据运营经验；3.具备较强的数据处理能力，精通Excel表格操作；了解私募基金募投管退全流程。4.具有一定的管理能力，过往有团队或部门管理经验优先；5.具备良好的沟通协调能力，思维敏捷，反应迅速，很强的应变及危机处理能；6.具有良好的学习能力，掌握良好的、全面的金融知识。,普惠财富投资管理（北京）有限公司,"金融, 投资, 证券",民营公司,,150-500人,,03/01/2018,前程无忧,http://jobs.51job.com/beijing-dcq/96882994.html?s=01&t=0
数据运营专员,,南京-玄武区,,1年经验,本科,5000-10000,,1,"五险一金,员工旅游,专业培训,年终奖金,股票期权,弹性工作,定期体检,周末双休,年底双薪",职位描述：1、建立数据指标体系，完善业务各项统计报表，完成数据后台报表建立及维护；2、日常经营业务数据监控分析，根据数据情况快速有效的定位问题并提出解决方案；3、对营销活动效果进行评估，从引流效果、流量转化、销售目标进行效果分析，为营销活动从数据角度提供可行动的优化建议，支撑业务销售目标的完成；4、通过用户行为和产品数据的分析与追踪，建立基于用户的综合分析体系，挖掘用户需求，提供业务建议，推动产品优化5、对竞争对手的产品进行用户体验分析，对产品和竞品进行各个维度的对比和评估；6、关注行业动态，搜集行业相关外部信息，定期提供行业和竞品有参考价值的数据资料，形成分析报告；7、负责与各部门之间的工作沟通、协作、项目推动工作。岗位要求：1、本科及以上学历，有1年以上用研或数据分析经验者优先；2、对数据敏感，具有较强的数据分析能力及逻辑思维能力；3、具有较强的沟通表达能力和组织协调能力，能推动分析需求的落地执行；4、有高度责任感、良好的质量意识和产品意识；5、有很强的主观能动性和执行力，良好的团队合作精神；6、会SQL，R或Python，Tableau及数据库相关技术知识者将有极大加分。,江苏爱袋网络科技有限公司,"互联网, 电子商务,网络游戏",民营公司,,50-150人,,03/01/2018,前程无忧,http://jobs.51job.com/nanjing-xwq/97479274.html?s=01&t=0
数据运营分析岗,,深圳-罗湖区,,5-7年经验,,10000-15000,,1,"五险一金,员工旅游,专业培训,出国机会",1、主导并实施数据管理策略和标准，实现数据质量管理的制度化；2、衡量并管理数据风险，在执行层影响企业的风险评估偏好；实现更佳的决策支持，3、通过对数据的有效分析获得洞察力，帮助企业改善策略；4、通过对数据的有效管控及使用，增加企业的业务收入，提升客户满意度、客户忠诚度和市场美誉度；5、降低合规成本，通过正确运用数据提高生产效率。任职要求：1、本科或以上学历，经济学、统计学、新闻学等相关专业，形象气质佳；2、对数据敏感，有较强的数据和用户行为分析能力，能承担较大的工作压力；3、5年以上知名企业运营管理经验；4、具有首席运营官经验者尤佳。,美联物业代理（深圳）有限公司,"房地产,中介服务",外资（非欧美）,,1000-5000人,,03/01/2018,前程无忧,http://jobs.51job.com/shenzhen-lhq/90069554.html?s=01&t=0
数据运营专员,,惠州,,2年经验,大专,3000-4500,,3,"五险一金,弹性工作,绩效奖金,年终奖金",职责描述：1.根据公司产品和业务需求，负责通过各种渠道进行业务数据的收集整理，对多种数据源进行挖掘和分析，定期提供数据分析报告，为公司运营决策、产品方向、销售策略、物料投放策略提供数据支持；2.负责项目的需求调研、数据分析、商业分析等，通过对运行数据进行分析挖掘背后隐含的规律及对未来的预测；3.负责收集、整理销售侧运营数据，同时整合多渠道业务的数据，整理编写商业数据分析报告，及时发现和分析其中变化和问题，为业务发展提供决策支持；4.熟悉了解业务，不断创新和改善已有的异常数据监控方式，为产品运营提供可靠的数据支持；5.思维活跃、有相关旅游及数据分析行业经验，逻辑性强，并具备快速的学习能力，及协同合作意识；任职要求：1.大专及以上学历，具备敏感的数学统计能力，细致的观察能力，有经验数据分析能力；2.能熟练使用SQL读取数据，熟练使用excle、PPT等办公工具；3.1-2年以上数据分析工作经验，O2O平台相关工作经验者优先；4.主动性强，有较强的责任心，积极向上的工作态度，有团队协作精神,广东禧越网络科技有限公司,"计算机软件,互联网, 电子商务",民营公司,,50-150人,,03/01/2018,前程无忧,http://jobs.51job.com/huizhou/89081292.html?s=01&t=0
数据运营专员,,上海-黄浦区,,1年经验,大专,8000-10000,,1,"五险一金,股票期权,年终奖金,带薪年假,出国团建,生日趴,弹性工作",岗位描述：1、负责平台的发标、审核、上架相关工作；2、负责与线下业管的数据对接；3、负责平台标的信息、资料、数据的统计及分析；4、配合部门完成发标等需求；5、完成办公室行政相关工作。任职要求：1、可接受早晚班排班；2、大专（含）以上学历；3、熟练运用EXCEL、word等办公软件；4、工作细心认真、有较好的团队协作能力；5、有互联网金融平台相关工作经验者优先。,上海安民互联网金融信息服务有限公司,"金融, 投资, 证券",合资,,150-500人,,03/01/2018,前程无忧,http://jobs.51job.com/shanghai-hpq/94718660.html?s=01&t=0
"数据分析, 数据运营",,上海-黄浦区,,无工作经验,,6000-8000,,1,"五险一金,员工旅游,年终奖金,绩效奖金,出国机会,专业培训",岗位职责：1、负责系统商品及供应商资料分析及维护（商品建档、商品资料修改等）；2、部门日、周、月、季报表制作及分析并能发现问题提出建议；3、每两周在公司营运会议上进行部门各类报表的宣讲；4、收集行业数据，具备数据挖掘能力，提出适合市场要求的数据应用要求；5、根据市场情况，提供定期或者不定期的数据分析工作；6、完成上级交办的其他任务。职位要求：1、理工科专业为主；2、1年以上工作经验，无经验者提供2-3个项目实训；3、很强的数据表单分析处理能力，熟练掌握office等办公软件，特别使用EXCEL、PowerPoint等工具完成数据分析及报告呈现；4、逻辑思维能力强，数据敏感性高，能进行深度的数据信息汇总分析。,上海融万网络科技有限公司,"电子技术, 半导体, 集成电路,贸易, 进出口",合资,,1000-5000人,,03/01/2018,前程无忧,http://jobs.51job.com/shanghai-hpq/94280676.html?s=01&t=0
数据运营,,合肥,,无工作经验,,4000-5000,,1,"五险一金,年终奖金",,Hellobike,"互联网, 电子商务",民营公司,,500-1000人,,03/01/2018,前程无忧,http://jobs.51job.com/hefei/97491943.html?s=01&t=0
数据运营经理,,北京-海淀区,,3-4年经验,,15000-20000,,1,"五险一金,员工旅游,定期体检","岗位职责:1)构建能全面准确反映业务特征的整体指标体系,并基于业务监控指标体系，及时发现与定位业务问题；2)通过专题分析，对业务问题进行深入分析，为公司运营决策、产品方向、活动策略提供数据支持；3)与各业务部门协作进行数据建模工作，推动各业务部门以数据为导向的工作习惯；4)熟练应用APP数据统计工具，通过数据分析、挖掘，发现业务关键指标，并制定运营策略；5)根据业务定位，产品结构设计，进行数据埋点需求提交，和产品配合挖掘和跟踪数据表现，提出优化方案。任职资格：1)统计、数学、信息技术、生物统计本科及以上学历，4年以上相关工作经历，能够独立编写数据分析报告，及时发现和分析其中隐含的变化和问题；2)具有良好的数据敏感度，能从海量数据提炼核心结果，有丰富的数据分析、挖掘、清洗和建模的经验；3)具有互联网创业经验者优先；4)具有强烈的责任心、自我驱动力和逻辑思维能力；5)熟练使用Excel、PPT等办公软件，熟悉移动端数据统计工具；跨部门沟通协作，善于用数据反映业务属性，能承受一定的工作压力。",北京中发时代科技发展有限责任公司,,多元化业务集团公司,,500-1000人,,03/01/2018,前程无忧,http://jobs.51job.com/beijing-hdq/97499964.html?s=01&t=0
数据运营经理,,深圳-宝安区,,无工作经验,本科,30000-60000,,1,"五险一金,专业培训,绩效奖金,年终奖金,周末双休,弹性工作,餐饮补贴",职位描述：［岗位职责］1、负责智慧社区产品数据体系的规划和运用，包含但不限于核心数据指标的梳理、专题数据输出；2、建立起完善的产品、运营数据监控系统，每日监测并分析相关数据，为产品及运营方向和思路的调整，提供决策支持；3、能够及时从数据中发现运营、产品流程问题以及可提升的点，并协助输出完善的产品、运营优化方案；4、响应产品/运营的临时数据分析需求；5、定期进行数据分析报告撰写及数据汇报工作。［任职要求］1、本科及以上学历，3年以上工作经验，计算机专业、数据相关专业优先，有过互联网数据分析相关工作优先；2、逻辑能力强，有较强的数据分析及数据挖掘能力，熟悉数据分析报告的输出模式；3、对智慧社区行业有一定了解，熟悉互联网产品运营流程，能够以业务为导向去进行数据工作相关规划、执行和支持；4、对待工作细致、认真，具体高度责任心；积极上进，具有良好的团队合作精神。公司官网地址：www.eimtin.com我们能为您提供的：1、五天8小时工作制，周末双休；2、具有行业竞争力薪资，年度优秀员工奖励，每年1-2次调薪机制；3、每年根据绩效进行不定期工资调整，年终根据员工个人和公司整体的年度绩效来进行奖金发放；4、国家规定的五险一金；5、带薪假期，定期组织公司年度旅游；6、正式员工享有带薪年假、婚假、产假、丧假、贺仪和奠仪等；7、法定节假日均按国家政策要求放假，特殊节假日有过节费和礼品派送；8、不定期组织员工文体娱乐活动，乒乓球、羽毛球、桌球、篮球、高尔夫球等；9、行业大牛为员工培训课程，为员工提供宽广的学习平台和发展的空间；10、每年免费体检一次；11、公开公平的员工竞聘与晋升通道；12、为符合条件的员工办理深户；13、扁平化管理模式、人际关系简单和谐、工作薪水心情并重。工作地点：深圳市宝安区西乡街道共和工业路107号华丰科技园互联网+创意园A座7楼741（旭生大厦后面）有意者可投递简历至hr@eimtin.com,深圳市百亿通达国际物联科技有限公司,"互联网, 电子商务,通信, 电信, 网络设备",民营公司,,50-150人,,03/01/2018,前程无忧,http://jobs.51job.com/shenzhen-baq/97496721.html?s=01&t=0
