,position_info,posted_website,education_requirement,company_url,position_type,company,company_type,position_tag,position_advantage,experience_requirement,recruiting_number,company_finance,department,position,posted_url,major_requirement,company_size,date,monthly_salary_range,recruit_count,industry
356,申请职位之前请确保您在通过面试之后可以立即上岗上班，对于上班时间需要调整并且极度热爱此工作者，可投递简历后与人事经理进行沟通，允准的情况下方可参加面试。………………..看看你手里的工资，你方可感受到在北京这个大都市当中的差距，没有经验只是你止步不前的借口，现在我们这里就有一个平台，选择大于努力，我们期待你与我们并肩而行。岗位职责：1、负责为客户提供专业的投资分析研究。2、负责对外汇市场当中基本面数据进行整合分析，提出优化管理策略或流程。3、配合其他交易员进行账户操作。4、负责跟踪宏观经济动态，寻找进场投资机会。5、严谨对待任何一次分析操作。任职资格：1、大专及以上学历（自考，成考，远程等国家承认学历均可，在读者需要提供在读证明）。2、金融专业优先，有经验者优先，无经验者接受5天免费培训者优先。3、有较强的数据分析能力，自制力强4、耐心细致，具有保密意识。注：本公司接受无经验且有远大抱负的人，你可以没有经验，但是你不能踌躇不前，只要你通过面试，将会有一次打开自己未来职业生涯的机会，实习期间公司无偿提供金融相关的专业知识和图表数据分析技巧。福利待遇：1、一经公司认可，公司签订劳工合同，五险+双休+年假+旅游2、完善的晋升渠道，数据分析员—数据分析经理—交易经理3、一经公司认可实习期间有100一天的补助，转正之后享受带薪年假，工龄奖励薪资架构：实习数据分析员：6000底薪无提成数据分析员：6000底薪+30%提成数据分析经理：8000底薪+30%提成交易经理：面谈应聘方式：1、直接投递简历，公司经过初步筛选会在24小时之内跟您联系。2、联系人事经理：景经理17600623593公司地址：北京市朝阳区东大桥春平广场百富国际大厦A座8层8D（地铁6号线A口出，右拐兰州拉面方向走到尽到左拐即到）乘车路线：地铁6号线，东大桥站下,前程无忧,大专,,,华壹信融投资管理（北京）有限责任公司,民营公司,,"五险一金,年终奖金,绩效奖金,专业培训,全勤奖,节假日休,周末双休",无工作经验,招1人,,,高薪诚聘优秀数据分析员 双休五险一金,http://jobs.51job.com/beijing/97325561.html?s=01&t=0,,50-150人,27/12/2017,8000-10000,1,"[金融, 投资, 证券]"
357,1、对商品的进销存数据进行统计分析，为公司经营决策提供数据支持；2、对商品终端销售数据进行统计分析，及时分析商品的动销率；3、制定各种数据表格，并对各项数据进行分析整理及各种数据的汇总工作，核对相关数据，定期总结并制作当月商品及重大节假日的分析报告；4、深入理解产品的方向和战略，通过数据提取分析，为商品运营提供决策支持；职位要求：1、专科以上，具备一定的职业敏感度，至少1年连锁零售行业商品分析或数据分析岗位工作经验；2、具有良好的数据分析能力，熟练使用函数及数据分析工具，能熟练操作ERP系统更佳；3、熟悉服装零售行业的商品进销存管理；4、熟悉货品上市流程与节奏，有较强的数据分析能力和预测能力；5、工作细致、严谨，有较强的责任心。,前程无忧,大专,,,广州市铭瑜服饰设计有限公司（诺曼琦）,民营公司,,"五险一金,包住,带薪年假,节日福利",1年经验,招1人,,,数据分析专员,http://jobs.51job.com/guangzhou/94367696.html?s=01&t=0,,150-500人,27/12/2017,3000-5000,1,"[服装, 纺织, 皮革]"
358,岗位职责1.通过各项运营数据转化分析，为运营部门和公司提供可以指导行动和决策的依据；2.根据各业务部门的实际业务，完成较深入的专项数据分析及用户研究；提供可以驱动公司产品和平台发展的数据指标3.居民和企业的用户画像大数据分析，为运营、产品、市场推广、客服、以及技术研发工作方向参考；,前程无忧,大专,,,苏州云坤信息科技有限公司,民营公司,,"五险一金,补充医疗保险,员工旅游,年终奖金,定期体检,弹性工作",2年经验,招1人,,,数据分析师,http://jobs.51job.com/suzhou/95752221.html?s=01&t=0,,50-150人,27/12/2017,7000-14000,1,[计算机软件]
359,就要毕业了，应届毕业生是欣喜、兴奋；还是苦恼、迷茫呢？你会因为未来的不确定而举步维艰吗？你会因为家人的不理解而放弃梦想吗？你会因为自己的困惑而举棋不定吗？还是会坚定着走自己的路……在这个时候，天华校园招聘启动啦！在这里：不用因为没有经验而不敢尝试金融行业！天华邀约您以培训生的角色进入金融行业，由天华汇金将你培养成为优秀的金融专家！如何被培养？1、岗前培训：天华讲师团队为您讲解金融经纪理论知识。2、超级培训：天华新人三个月内接受不间断的公开课和区域培训。3、实战演练：天华导师带你接触业务实战。4、经验分享：天华导师与你共同分享经验，让你借鉴别人的成功秘诀。5、工作氛围：天华本将是您校园生活的延续，因为这里拥有一群爱学习、爱团结、爱激情、爱梦想的伙伴！如何被重用？1、无空降兵：天华为你提供一个公开、公平、透明，没有天花板的竞争平台。2、快速晋升：天华为你提供明确的晋升标准与晋升体系。3、领导支持：天华上级的全力以赴的付出与帮助为你排除一切工作障碍。4、价值体现：天华业绩不是唯一标准，价值全面体现才是金融精英。天华，我们将帮助你成长！相信有了你的加入，天华会更精彩！我们给与——初级薪资:底薪7000RMB+提成20%+年终奖+五险;中级薪资:底薪10000RMB+提成30%+年终奖+五险一金;高级薪资:底薪15000RMB+提成40%+年终奖+五险一金。【联系方式】直接投递简历，公司会当天审核，审核通过后会通知面试。联系人：张经理联系电话：15201124539（预约电话用于面试）公司网址：www.thhj1688.com公司名称：北京天华汇金资产管理有限公司工作地点：北京市朝阳区国贸建外SOHO东区6楼2903室乘车路线：地铁1号/10号线国贸站C口出右行100米；公交大北窑站下。,前程无忧,本科,,,北京天华汇金投资有限公司,民营公司,,"五险一金,通讯补贴,专业培训,绩效奖金,年终奖金,弹性工作",无工作经验,招3人,,,公司直聘外汇运营专员 数据分析师,http://jobs.51job.com/beijing-cyq/97325784.html?s=01&t=0,,150-500人,27/12/2017,8000-12000,3,"[金融, 投资, 证券]"
360,交易——游走在投资与投机之间，徜徉于现实与理想之巅，融汇于艺术与技术之湾，它是人类社会对于资金和心理博弈的更直接体现，完美的展现了灵长类之魂创造与行动的宣言，是你实现人生理想的最后一环。你是否对交易存在浓厚兴趣呢？是否苦于徘徊在交易之河的彼岸而寻不见前路呢？现在机会来到了你的面前--北京万向联合控股集团有限公司愿意提供免费的培训，带你横越财务自由的天堑，来到人生梦想的顶端。我们有专业的交易团队手把手带你走进交易市场。希望对金融行业有兴趣的你积极与我们电话或邮件联系，了解公司情况，招聘情况及与工作有关的相关问题。【职位要求】1.对于金融行业有极高的兴趣。2.性格沉稳，情绪不易产生较大波动3.有极强的自我控制力（交易员的工作性质对于时间和空间上没有要求，相对自由，需要自我约束。）4.对资金流动有较强的驾驭能力。5.能够尽量客观的看待事物的发展。【岗位适用人群】1、对金融或投资领域有兴趣者，应届毕业生也可以有机会。2、有其他工作经历，但不满足于现状，想对金融投资做尝试和了解者；3、有投资经历，但困惑却无解决之道，愿意来公司沟通互补交流者；4、对于金融如股票、期货、贵金属、外汇感兴趣，敢于迎接挑战，有一定的自控力，承受能力者【任职资格】1、热爱金融行业，有强烈的意愿进入金融投资领域，渴望成为金融职场中的精英。2、具有良好的自我学习能力与团队合作精神。3、具有良好的职业操守，有强烈的责任感。4、无论你之前从事什么行业、学历如何，在这个行业里只要你敢于挑战自我，勇于探索并发现自己的潜力，高收益不是梦想。5、公司内部气氛融洽，共同发展，有灵活的晋体系和广阔的前景。6、提供免费的专业岗前培训，为您提供广阔的职业发展机会【薪酬福利待遇】底薪（6000-15000）+绩效+30%-50%提成+免费带薪培训+五险一金+年终奖+旅游=年薪至少30-50万欢迎在京即将毕业或想从事金融行业的同学带薪实习（可以全职工作）1、条件符合者，公司将统一安排专业职业技能培训；2、签订全日制固定期限劳动合同、五险一金、底薪+奖金+补贴+绩效+团队业绩奖励；3、做五休二、OFFICE作息时间，无需加班；4、正式员工享受带薪培训、带薪年假、定期聚餐【岗位须知】1、请各位求职者仔细、详细的阅读您投递的职位要求，公司将统一进行审核、通知，谢绝重复投递和未经预约的来访。2、凡应聘成功的人员，公司将统一、全面的给予员工提供为期六天的零基础免费岗前培训，培训时间（10:00--15:00）周六、日休息。3、培训期间补助是（50元/天），并在正式入职后的第一个月薪资里统一发放。（如没有正式入职，补助不予发放）4、正式入职之后交易资金均由公司提供。5、正式入职后也可在家工作（工作时间和地点可自由分配，需要自己有上网条件）【晋升制度】初级交易员--中级交易员--高级交易员--交易顾问--交易经理--交易总监（条件优秀者可直接成为公司的中级/高级交易员，公司所有岗位均由内部晋升）直接投递简历，公司会当天审核，审核通过后会通知面试.公司主页：www.trade-bj.com公司地址：北京市朝阳区东三环南路25号北京汽车大厦1402。人事部电话：010-5841028013381481665（对职位有疑问或有兴趣者，请积极与HR联系）人事部邮箱：xiaxue@trade-bj.com人事部经理：夏雪,前程无忧,本科,,,北京万向联合控股集团有限公司,合资,,"五险一金,弹性工作,专业培训,出国机会,绩效奖金,年终奖金,交通补贴,员工旅游,补充医疗保险,通讯补贴",无工作经验,招4人,,,寻找亲爱的你/招贤纳士/金融量化数据分析助理+月入8K,http://jobs.51job.com/beijing-cyq/90473208.html?s=01&t=0,,150-500人,27/12/2017,6000-8000,4,"[金融, 投资, 证券]"
361,岗位职责：1.充分了解业务需求，制定并完善小贷产品风控框架；2.应用先进的统计模型、数据分析方法建立数据模型解决实际问题，并研发产品模型和业务框架；3.跟进新产品落地情况，持续优化模型和产品风控体系，以及上线后的监控、优化；4.基于数据分析结果，不断优化风险控制系统规则，持续完善风险控制整体流程。任职要求：1.大学本科及以上学历，应用数学、统计学、金融等相关专业优先；2.两年以上相关工作经验，熟悉贷款业务流程，掌握风险识别、分析、评估以及内部控制技能，熟悉国内金融法律法规，具有扎实的金融风险管理理论功底；3.熟悉金融大数据应用与建模风控模型的设计及管理，有金融或互联网相关行业背景者优先。4.具备较好的沟通协调能力、逻辑分析能力、抗压能力及团队协作能力。,前程无忧,本科,,,泛华金融服务集团,民营公司,,,无工作经验,招若干人,,,数据分析,http://jobs.51job.com/guangzhou-thq/97327567.html?s=01&t=0,,1000-5000人,27/12/2017,8000-15000,0,"[金融, 投资, 证券]"
362,岗位职责：1、根据业务部门提报的销售信息，做出月度、季度、年度销售报表。2、负责建立和完善市场信息收集、分类归档工作。3、负责对竞争品牌产品的性能、价格、覆盖区域、广告策略、竞争手段的收集、整理和分析。4、协同业务部门做出销售预测，提出未来市场的分析、发展方向和规划。5、协助部门领导完成相关的具体业务的配合接待工作。6、积极宣传和践行公司文化，完成领导交办的其他事项。任职要求：1、本科以上学历，市场营销、统计学等相关专业优先考虑；2、2年以上市场专员、统计专员等岗位工作经验；3、对数据敏感，细心、有责任心；执行力强。,前程无忧,本科,,,山东中安科技股份有限公司,上市公司,,"五险一金,餐饮补贴,通讯补贴,年终奖金,交通补贴,补充公积金",2年经验,招1人,,,销售数据分析,http://jobs.51job.com/jinan/90936903.html?s=01&t=0,,150-500人,27/12/2017,3000-5000,1,"[电子技术, 半导体, 集成电路]"
363,"任职资格：1、数据统计、分析相关专业优先；2、熟练使用办公软件，能对Excel中VLOOKUP、SUBTOTAL等函数、数据透视表能灵活运用；3、具有一定的数据统计、分析能力；4、有良好的沟通能力与语言表达能力，可承受一定的工作压力；5、责任心强，做事认真、具备较强的学习能力。岗位职责：1、负责公司客户投诉责任判定的数据统计；2、负责质量管理中心客诉、考核等数据类收集整理与统计分析工作；3、负责统计客诉中重复发生的问题，提交数据给相关品质改善人员或部门；4、负责将客诉判定下发至相应责任部门；5、负责召集人员对有争议的客诉进行判定、处理；6、负责客诉处理流程的监督和控制，评估各单位质量改善状态及纠正预防措施实施效果；7、负责重大质量事件跟踪、处理及通报；8、负责对责任部门自行客诉判定的结果以及原因分析和整改措施进行最终审核和跟踪；9、完成领导安排、交办的临时性工作。相关福利：1、免费享有员工公寓住宿，三餐于员工食堂免费就餐（含周末、假期等），达到规定条件者享有夫妻房住宿的权利；2、一经录用入职日起便按照规定购买社会保险；3、公司设有1800平方免费开放的员工活动中心，有图书阅览室、放映室、健身中心、多媒体室等；4、春节12-14天的假期，每年春节前办理团体返乡火车票预订；5、享有公司支持的学历继续教育、免费技能培训及在岗素质提升培训（如办公软件、设计软件等课程）；6、公司设有各类兴趣爱好组织可免费报名参加，如舞蹈、声乐等皆有专业老师授课；7、除了提供岗位基本工资外，还根据岗位的不同设有通讯补贴、岗位补贴、车费补贴等；8、较完善的培训及晋升计划，有机会参加国内、外大型家具展会,如上海、广州、米兰等地；9、享有参与年度先进工作者评选的权利，先进工作者将获得物质、精神、旅游的激励；10、享有加入公司爱心基金会的权利，并可以根据实际情况得到救助；11、公司设有左右义工队，员工可参与到社会义工帮助活动；12、对达到条件的员工可办理调深圳户口。",前程无忧,大专,,,深圳市左右家私有限公司,民营公司,,"五险一金,包吃包住",无工作经验,招1人,,,数据分析员,http://jobs.51job.com/shenzhen/97327331.html?s=01&t=0,,1000-5000人,27/12/2017,3000-5000,1,"[家具, 家电, 玩具, 礼品]"
364,1、监控大区内各片区及站点配送运营考核指标达成状况，跟进指标改进情况，进而提升配送运营指标完成水平；1）根据仓配事业群提供数据，负责大区内各片区及站点配送运营数据监控及反馈，保障数据传达准确有效；2）根据大区内配送运营数据达成状况，在办公室负责人指导下，负责协助落后地区制定改进计划，跟进改进达成情况，提升大区配送指标完成水平；3）依据大区数据完成情况，负责对数据进行分析，对持续异常数据及时做出预警预测，为大区配送管理提供数据支持。2、负责协助处理各类异常，协调和解决一线员工无法处理运作异常和投诉；1）根据站点绩效考核指标，在办公室负责人指导下，负责协助站长处理各类异常，帮助站点数据指标提升改善；2）根据配送员考核标准，在办公室负责人指导下，负责协调和帮助一线员工处理运作异常数据，提升配送员绩效改善达成。3、负责沟通、协调协助站长处理日常业务争议问题；4、大区内配送运营政策培训及宣导；5、日常各职能部门需求反馈及跟进实施；6、完成领导交办的其他工作。任职要求：1.大专及以上学历，35周岁以下。2.专业不限，最好是物流管理专业。3.有较强的抗压能力.沟通能力佳，有上进心。钟***15975269596,前程无忧,,,,晟邦物流有限公司,民营公司,,,无工作经验,招1人,,,数据分析员,http://jobs.51job.com/guangzhou-thq/95174153.html?s=01&t=0,,1000-5000人,27/12/2017,4000-6000,1,"[交通, 运输, 物流]"
365,岗位职责：负责手机游戏的数据分析和挖掘、数据报表体，及时准确监控运营状况，并提供专业分析报告。任职要求1.本科及以上学历，可接受优秀应届毕业生；2.思维活跃，逻辑缜密，对数据敏感，有缜密的分析总结能力；3.熟悉市场上主流手机游戏运营方式，对游戏有深入理解；4.有数据建模经验，熟练运用各项数据分析方法和工具；5.具有游戏数值策划经验者优先。,前程无忧,,,,南京红豆信息技术有限公司,民营公司,,"五险一金,餐饮补贴,定期体检,专业培训,年终奖金,绩效奖金,员工旅游",无工作经验,招3人,,,游戏数据分析师,http://jobs.51job.com/nanjing-qhq/97328691.html?s=01&t=0,,50-150人,27/12/2017,5000-10000,3,"[计算机软件,电子技术, 半导体, 集成电路]"
366,职位描述：1、对后台数据进行汇总，分析和整理；2、快速响应公司业务部门的数据需求，包括日常数据提取、日常数据疑问查询；3、解决领导安排的其他工作内容；任职要求：1、对数据敏感，较强的逻辑思维能力，善于通过数据挖掘和分析得出有效数据；2、有良好的沟通协调能力，推动能力，思路清晰，有较强分析处理问题能力；3、工作积极主动，责任心强，有敬业精神；,前程无忧,,,,上海蓝蛙展览展示有限公司,合资,,"五险一金,补充医疗保险,补充公积金,员工旅游,交通补贴,年终奖金,绩效奖金,专业培训,通讯补贴,餐饮补贴",无工作经验,招若干人,,,数据分析师,http://jobs.51job.com/shanghai-pdxq/95073906.html?s=01&t=0,,50-150人,27/12/2017,8000-10000,0,"[公关, 市场推广, 会展,互联网, 电子商务]"
367,申请职位之前请确保您在通过面试之后可以立即上岗上班，对于上班时间需要调整并且极度热爱此工作者，可投递简历后与人事经理进行沟通，允准的情况下方可参加面试。………………..看看你手里的工资，你方可感受到在北京这个大都市当中的差距，没有经验只是你止步不前的借口，现在我们这里就有一个平台，选择大于努力，我们期待你与我们并肩而行。岗位职责：1、负责为客户提供专业的投资分析研究。2、负责对外汇市场当中基本面数据进行整合分析，提出优化管理策略或流程。3、配合其他交易员进行账户操作。4、负责跟踪宏观经济动态，寻找进场投资机会。5、严谨对待任何一次分析操作。任职资格：1、大专及以上学历（自考，成考，远程等国家承认学历均可，在读者需要提供在读证明）。2、金融专业优先，有经验者优先，无经验者接受5天免费培训者优先。3、有较强的数据分析能力，自制力强4、耐心细致，具有保密意识。注：本公司接受无经验且有远大抱负的人，你可以没有经验，但是你不能踌躇不前，只要你通过面试，将会有一次打开自己未来职业生涯的机会，实习期间公司无偿提供金融相关的专业知识和图表数据分析技巧。福利待遇：1、一经公司认可，公司签订劳工合同，五险+双休+年假+旅游2、完善的晋升渠道，数据分析员—数据分析经理—交易经理3、一经公司认可实习期间有100一天的补助，转正之后享受带薪年假，工龄奖励薪资架构：实习数据分析员：6000底薪无提成数据分析员：6000底薪+30%提成数据分析经理：8000底薪+30%提成交易经理：面谈应聘方式：1、直接投递简历，公司经过初步筛选会在24小时之内跟您联系。2、联系人事经理：景经理17600623593公司地址：北京市朝阳区东大桥春平广场百富国际大厦A座8层8D（地铁6号线A口出，右拐兰州拉面方向走到尽到左拐即到）乘车路线：地铁6号线，东大桥站下,前程无忧,大专,,,华壹信融投资管理（北京）有限责任公司,民营公司,,"五险一金,专业培训,弹性工作,绩效奖金",无工作经验,招3人,,,五险一金高薪诚聘金融数据分析师,http://jobs.51job.com/beijing-cyq/93806482.html?s=01&t=0,,,27/12/2017,6000-8000,3,"[金融, 投资, 证券,信托, 担保, 拍卖, 典当]"
368,JobDescription/职位描述：1、负责IDC机房数据中心监控、管理、盘点部署、托管资产；2、负责计算各个矿场的部署、托管绩效；3、负责IDC机房数据中心电费结算；4、负责矿机运行情况分析及优化；5、负责客户矿机在我方矿场的托管管理：托管合同、托管费用结算、矿机资产管理；6、协调售后部门，不良矿机及时得到维修，保证矿机的运行良率。TheSuccessfulApplicant/理想的求职者：1、本科以上学历，自动化专业、电力、通信、计算机等相关专业背景；2、3年以上IDC机房数据中心运营支持相关经验；3、具有优秀的沟通、协调及独立思考能力，较强的逻辑分析能力，良好的职业道德和团队协作精神；4、具备一定财务知识和成本管理能力者优先考虑。岗位职责：,前程无忧,本科,,,北京比特大陆科技有限公司,民营公司,,,2年经验,招1人,,,数据分析专员,http://jobs.51job.com/beijing-hdq/97328743.html?s=01&t=0,,150-500人,27/12/2017,8000-12000,1,"[互联网, 电子商务]"
369,"岗位职责：1、负责仓配年/季/月度预算编制、定向成本分析、项目投资回报率类2、负责全国仓配体系业务监控数据（日报、周报、月报、季报、年报）的制作、分析3、负责配合运营针对新项目/业务进行数据合理性分析，并提供结论支撑决策4、负责线下监控报表体系转为线上系统定制格式报表/数据明细5、负责按全国/大区/城市/仓/组别维度建立方便各层级/权限人员使用的数据监控体系，同时保证信息安全6、负责不断改善数据分析结果的输出方式，更加利于业务及区域识别风险、明确后续动作7、领导交办的其他工作任务""任职资格：1、本科及以上学历，1年及以上工作经验，有年度预算编制工作经验者优先考虑，有仓储物流行业或生鲜电商行业工作经验者优先考虑2、精通excel数据分析，擅长对结果简单、清晰展示3、思维逻辑严谨，口头沟通表述清晰、体系，对数字敏感4、具备仓配行业总部数据分析岗位经验者优先""",前程无忧,本科,,,北京中商惠民,民营公司,,,1年经验,招若干人,,,数据分析师,http://jobs.51job.com/beijing-cyq/94015412.html?s=01&t=0,,1000-5000人,27/12/2017,10000-15000,0,"[互联网, 电子商务,快速消费品(食品、饮料、化妆品)]"
370,"职责描述：1.建立与完善客户、产品、平台运营数据的搜集系统、分析体系，制定数据统计规范；制定数据统计模型，并实施落实；2.按时间要求建立内部报表和外部报表的输出体系，定期提交分析报告；3.根据推广与运营的需要，制定用户行为监测、产品体验分析、其他数据分析工作计划，并带领团队执行；4.市场部各维度KPI数据收集、分析、预警，推动KPI改善；5.根据活动效果及数据分析结果提出产品或体验改善计划。6.编制客户调查问卷，根据业务部门的需求定制调查内容，用以搜集、整理、分析和反馈各类用户和市场信息；7.建立信息库，协助完成公司CRM系统，有效管理客户信息，不断完善客户画像，客户分类，客户获利率等客户关系管理系统架构；8.负责市场信息,同行信息，网络数据及相应职能部门中的数据整合、分析，与业务部门的沟通及反馈。任职要求：1、主修商业管理、计算机科学、信息科技、数据分析学或统计学专业，本科及以上学历；工作5年，其中3年本岗位或相关工作经验2、熟练掌握至少一种数据分析工具(SAS，SPSS，Matlab等)；3、熟练运用SQL，熟练掌握至少一种脚本语言(python，shell，perl，php等)4、掌握市场调研方法，产品学，客户行为学或心理学等知识；熟悉数据库建立和管理5、能够把握纵向与横向思维，具有全局意识，能够综合地看待问题；严密的逻辑思维，具备业务理解力；6、良好的学习能力；做事严谨；责任心强；较强的沟通能力；良好的团队合作精神；抗压能力强；讲效率、乐于接受挑战。",前程无忧,,,,深圳市中安信业创业投资有限公司总部,民营公司,,"五险一金,补充医疗保险,员工旅游,交通补贴,餐饮补贴,专业培训,绩效奖金,年终奖金,定期体检",3-4年经验,招1人,,,数据分析主管,http://jobs.51job.com/shenzhen-ftq/96851638.html?s=01&t=0,,1000-5000人,27/12/2017,20000-25000,1,"[金融, 投资, 证券,银行]"
371,职位职责：1.数据采集工作，提取日、周、月报数据，做出对比分析；2.汇总数据并做出相应的数据报表，并与同期日、周、月销售数据的对比，进行销售数据分析；3.负责各类销售及商品数据的整理、汇总和分析处理工作，及时向公司领导及有关部门上报信息数据；4.通过各项数据分析，为公司经营及销售提升提供依据及建议。岗位要求：1.大专以上学历，3年以上服饰行业相关经验；2.熟悉ERP软件，并精通运用EXECL进行数据分析及透视，能结合数据及调研结果做出客观分析、预测；3.有较强的数据敏感度，熟悉服装行业管理知识。4.有较强沟通能力，及团队协作精神，富有责任心。,前程无忧,,,,特步（中国）广东分公司,民营公司,,,无工作经验,招1人,,,数据分析专员/主管,http://jobs.51job.com/guangzhou-yxq/61400443.html?s=01&t=0,,1000-5000人,27/12/2017,4500-6000,1,"[服装, 纺织, 皮革,批发, 零售]"
372,1.完成有关业务的各类信息，例如市场调查资料，外文刊物资料，收集，整理和翻译工作,前程无忧,本科,,,东方中安信息技术有限公司,民营公司,,"交通补贴,通讯补贴,餐饮补贴,五险一金",1年经验,招5人,,,数据分析师,http://jobs.51job.com/shanghai-cnq/97287379.html?s=01&t=0,,50-150人,27/12/2017,6000-8000,5,[计算机服务(系统、数据服务、维修)]
373,岗位职责1、负责基础数据的清洗和处理，并形成直观的分析报告，定期向上级领导、区域负责人反馈运营情况，追踪运营工作进展；2、熟悉并深入运营业务流程，通过项目执行，找出核心问题，并提出关键举措，推动运营指标及业务能力的提升；3、为运营制作营销工具和操作指南，为实际业务作业提供工具类帮助；4、挖掘并树立运营***实践，总结标杆们的工作经验，形成标准化动作加以推广。任职要求1、统招二本及以上学历，统计学、金融学、经济学、数学等理科专业的优秀应届毕业生或从事至少一年以上数据分析者优先；2、精通Excel里各项数据处理工具及函数，熟悉数据建模、SPSS、R语言等优先；3、逻辑思维极强，做事严谨负责、条理清晰，善于从数据中寻找业务规律，并能结合实际业务操作有效支持运营工作的改善和提升。招聘部曹小姐17366007237（微信同号）公司地址：南京市鼓楼区华侨路56号大地建设17层链家地产,前程无忧,本科,,,南京链家房地产经纪有限公司,民营公司,,"补充医疗保险,补充公积金,出国机会,绩效奖金,员工旅游,专业培训,弹性工作,餐饮补贴",无工作经验,招2人,,,数据分析专员,http://jobs.51job.com/nanjing-glq/97328723.html?s=01&t=0,,1000-5000人,27/12/2017,4500-6000,2,[房地产]
374,申请职位之前请确保您在通过面试之后可以立即上岗上班，对于上班时间需要调整并且极度热爱此工作者，可投递简历后与人事经理进行沟通，允准的情况下方可参加面试。………………..看看你手里的工资，你方可感受到在北京这个大都市当中的差距，没有经验只是你止步不前的借口，现在我们这里就有一个平台，选择大于努力，我们期待你与我们并肩而行。岗位职责：1、负责为客户提供专业的投资分析研究。2、负责对外汇市场当中基本面数据进行整合分析，提出优化管理策略或流程。3、配合其他交易员进行账户操作。4、负责跟踪宏观经济动态，寻找进场投资机会。5、严谨对待任何一次分析操作。任职资格：1、大专及以上学历（自考，成考，远程等国家承认学历均可，在读者需要提供在读证明）。2、金融专业优先，有经验者优先，无经验者接受5天免费培训者优先。3、有较强的数据分析能力，自制力强4、耐心细致，具有保密意识。注：本公司接受无经验且有远大抱负的人，你可以没有经验，但是你不能踌躇不前，只要你通过面试，将会有一次打开自己未来职业生涯的机会，实习期间公司无偿提供金融相关的专业知识和图表数据分析技巧。福利待遇：1、一经公司认可，公司签订劳工合同，五险+双休+年假+旅游2、完善的晋升渠道，数据分析员—数据分析经理—交易经理3、一经公司认可实习期间有100一天的补助，转正之后享受带薪年假，工龄奖励薪资架构：实习数据分析员：6000底薪无提成数据分析员：6000底薪+30%提成数据分析经理：8000底薪+30%提成交易经理：面谈应聘方式：1、直接投递简历，公司经过初步筛选会在24小时之内跟您联系。2、联系人事经理：房经理17778141532公司地址：北京市朝阳区东大桥春平广场百富国际大厦A座8层8D（地铁6号线A口出，右拐兰州拉面方向走到尽到左拐即到）,前程无忧,大专,,,华壹信融投资管理（北京）有限责任公司,"金融/投资/证券,多元化业务集团公司",,"五险一金,专业培训,绩效奖金,年终奖金,弹性工作",1年经验,招若干人,,,底薪6000起诚聘金融数据分析员+五险一金+福利待遇,http://jobs.51job.com/beijing-cyq/97329442.html?s=01&t=0,,50-150人,27/12/2017,6000-8000,0,
375,"""工作职责：1、梳理用户服务部数据分析需求，规划报表需求，实现日常数据可视化；2、负责WEB端以及APP端的产品业务分析、用户行为分析、用户画像分析，通过分析挖掘业务，能够给产品端、业务端提供合理化的建议；3、与多部门（包括业务部门、和大数据研发部等）密切沟通，负责所需数据的提取、查询、处理、分析等工作，以解决用户服务部的数据问题与需求；4、监控用户服务部日常运营及业务指标，及时对异常情况进行预警；5、及时完成领导交办的其他任务。任职要求1、本科及以上学历，计算机、经济、统计、软件工程、信息管理等相关专业；2、具备优秀的职业素养和职业道德，热爱本行业，工作责任心强，有敬业精神，具备良好的团队合作精神；3、较强的学习接收能力，能快速熟练的掌握公司软件产品的各种功能；4、具有一定的分析问题和解决问题能力，能结合公司产品特点设计简单高效的解决方案。公司福利：1、五险一金、补充医疗保险2、交通补贴、通讯补贴、餐饮补贴、生日补贴3、年终奖、绩效奖金4、员工聚餐、年度体检、旅游活动等5、完善的假期组合：除了法定带薪年假外，根据工作年限我们还提供额外带薪假期6、公司免费提供员工公寓""",前程无忧,,,,上海如创网络技术有限公司,民营公司,,"五险一金,补充医疗保险,补充公积金,绩效奖金,年终奖金",无工作经验,招20人,,,数据分析师 应届生亦可171227,http://jobs.51job.com/shanghai/97325819.html?s=01&t=0,,150-500人,27/12/2017,6000-8000,2,"[计算机软件,通信, 电信运营、增值服务]"
376,"岗位职责：1、负责电商各平台店铺,商品日常各项指标数据统计分析2、针对各营销方案，活动推广方案（钻展、直通车、淘宝客等）进行数据分析和评估，并提供数据分析报表，为活动推广方案提供有效的数据支持和改善建议3、对竞争对手的产品及同类新品进行定期数据监控和分析，并做成对公司产品改进的建议报告；4、参与数据挖掘，基于客户和产品进行客户的综合深度分析，改善营销体系；任职要求：1、热爱电商行业，喜欢与数据打交道，有优秀的数据分析能力，思维缜密，工作细心，具有数据营销思维；2、逻辑清晰，有一定的自主分析能力和学习能力，能发掘各项数据的问题所在，并能提出合理化建议；3、能熟练应用excel，PPT等office软件；mysql或sqlsever；spss,sas等统计应用软件。4、统计学等相关专业优秀应届生亦可。",前程无忧,本科,,,浙江小也网络科技有限公司,民营公司,,"五险一金,员工旅游,住房补贴,定期体检,年终奖金,餐饮补贴",无工作经验,招1人,,,数据分析专员,http://jobs.51job.com/hangzhou/97330075.html?s=01&t=0,,150-500人,27/12/2017,4000-6000,1,"[互联网, 电子商务]"
