,职位名称,部门,工作地点,工作性质,经验,学历,薪资,专业要求,招聘人数,职位诱惑,岗位介绍,公司名称,公司行业,公司性质,融资阶段,公司规模,公司主页,发布日期,发布网站,原始URL
207,Hadoop开发工程师,,成都,,5-7年经验,本科,10000-15000,,1,"五险一金,员工旅游,交通补贴,年终奖金,股票期权,绩效奖金,出国机会,专业培训,定期体检,周末双休",岗位职责：1、大数据平台的设计与开发，解决海量数据面临的挑战2、参与数据价值挖掘和模型体系的构建和部署3、负责基础数据等清洗，处理等.岗位要求：1、本科及以上学历，计算机相关专业，1年及以上大数据开发相关经验.2、熟悉Mysql数据库、具备sql编写和调优能力.3、JAVA技术知识扎实，熟悉IO，多线程，异步处理，集合类等基础框架和常用中间件产品，熟悉缓存，消息，搜索等机制4、熟悉Hadoop/HBase/Spark/Storm/Hive/ZooKeeper/kafka，具有相关的实际开发经验；,成都莱想科技有限公司,"互联网, 电子商务,计算机软件",民营公司,,少于50人,,27/12/2017,前程无忧,http://jobs.51job.com/chengdu/93033815.html?s=01&t=0
208,Hadoop开发工程师,,上海-松江区,,无工作经验,本科,15000-20000,,1,,,上海巨人网络科技有限公司,"网络游戏,互联网, 电子商务",民营公司,,1000-5000人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-sjq/90042238.html?s=01&t=0
210,Hadoop工程师,,杭州-西湖区,,3-4年经验,本科,10000-20000,,1,"五险一金,员工旅游,年终奖金,交通补贴,餐饮补贴,弹性工作",职位描述：1、负责数据仓库和大数据处理模块的架构设计和开发；2、负责海量数据的处理、分析、统计、挖掘工作；3、数据仓库的设计，开发，维护；4、根据需求使用海量数据处理框架进行数据处理、查询、统计等工作。职位要求：1、两年以上大数据开发工作经验，计算机、数学或相关专业本科及以上学历；2、熟悉Hadoop、Spark等大数据框架，有大型分布式计算开发、部署等相关经验；3、有扎实的Java开发基础，熟悉JAVA平台多种常用框架；4、熟悉Linux操作系统和开发环境；5、优秀的编程能力及良好的开发习惯。具备独立沟通需求，设计，架构，开发的能力；6、熟悉主流的数据存储产品，有开发经验者优先。如：HBase，Hive，Redis，MongoDB，MySQL等；7、具备海量数据处理相关框架及产品的使用经验者优先。如：Storm，Spark，Esper，Hadoop等；8、有良好的业务及产品感觉，可以站在使用者角度设计技术产品。可以主动并乐于了解日常业务，具备从日常业务中发现问题并解决问题的能力；,杭州尊兴网络科技有限公司,"计算机软件,互联网, 电子商务",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/hangzhou-xhq/91331702.html?s=01&t=0
211,大数据hadoop集群维护工程师,,北京-大兴区,,1年经验,,7000-9000,,0,"五险一金,周末双休,带薪年假,专业培训","1)负责Hadoop平台的容量规划、部署、及扩容；2)负责Hadoop平台各组件服务的监控、故障处理及性能调优；3)负责Hadoop平台的用户管理、权限分配、资源分配；4)负责hadoop集群环境的运维和优化工作,集群性能和资源利用率优化、集群常见问题能迅速定位，并不断优化，提升集群性能，为开发人员提供支持5)负责整体提升hadoop集群的高可用性、高性能、高扩展特性6)负责撰写相关技术文档；任职条件1)熟练掌握Linux操作系统，熟悉linux文件系统，内核，网络等性能优化；2)熟悉HDFS、YARN、Hive、HBase、Spark、Storm等hadoop生态技术的体系结构和运行原理；3)熟悉一门以上脚本语言（shell、Python、perl）；4)熟练掌握CDHhadoop的安装部署、性能监控5)1年以上Hadoop生态系统运维经验",北京斯普信信息技术有限公司,"计算机软件,互联网, 电子商务",民营公司,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/beijing-dxq/88359658.html?s=01&t=0
212,资深hadoop工程师,,上海-浦东新区,,2年经验,大专,15000-25000,,1,"五险一金,定期体检,员工旅游,补充医疗保险,专业培训",岗位职责：1.基于海量数据的数据仓库建设、数据应用开发；2.分布式平台应用开发（Hadoop/Hive/Hbase）；3.开发数据统计系统，各类统计程序报表；4.支撑各业务线数据需求。任职要求：1.具有丰富的数据仓库开发经验，有2年以上互联网或移动互联网并基于Hadoop/Storm/HIVE/Hbase等应用开发经验，对分布式计算、数据仓库理论有深刻理解；2.熟练掌握linux常规命令与工具；3.对Hadoop、Hive、Storm等源码有研究优先；4.精通JAVA、MapReduce、Python，有并发应用或者分布式应用软件开发经验优先；5.精通shell编程，sql编程、awk脚本语言等；6.良好的系统分析、架构设计能力；7.对数据敏感、对新技术敏感，有数据挖掘技能者优先；8.了解无线端技术、有ios/android下开发经验者优先；9.对商业和业务逻辑敏感，具备良好的分析、组织、沟通能力和团队精神。,上海高欣计算机系统有限公司,"计算机软件,互联网, 电子商务",民营公司,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-pdxq/69882953.html?s=01&t=0
213,Hadoop开发工程师,,上海,,无工作经验,本科,15000-22000,,1,"五险一金,交通补贴,餐饮补贴,通讯补贴,绩效奖金,年终奖金",岗位职责：1、负责Hadoop集群的大规模、高可用和稳定性开发工作2、持续完善存储系统的监控功能，改进和优化存储系统的设计架构3、解决业务需求，深度参与业务系统的设计与实任职要求：1、本科或以上学历，5年以上工作经验2、熟悉Linux/Unix平台，熟悉bash、perl、python、php、ruby、nodejs中至少两种以上语言3、熟悉Hadoop/HBase/Zookeeper等的运行机制和工作原理，有大规模数据分析和处理经验4、有超大规模集群全流程建设经验，并且对集群运营调优有丰富经验5、精通业界流行的分布式存储系统，和各种计算框架6、对网络拓扑，操作系统内核有深入了解7、在业界有成熟产品者优先工作地址：,善林（上海）金融信息服务有限公司,"金融, 投资, 证券",民营公司,,10000人以上,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai/92869726.html?s=01&t=0
214,"Hadoop开发工程师, 大数据工程师",,重庆,,无工作经验,,8000-16000,,1,"五险一金,餐饮补贴,弹性工作,绩效奖金,年终奖金,定期体检",岗位职责：1.负责Hadoop平台MapReduce、Hive、HBase、Impala、ETL等应用开发；2.构建数据仓库，全方位支撑公司产品和业务迭代扩张；3.负责大数据平台数据抽取.清洗.转换和建模的开发；4.构建数据的监测与分析体系，帮助业务运营人员快速、及时了解业务动态；任职要求：1.了解数据仓库开发流程，熟悉数据仓库(DW)/商业智能(BI)的数据框架；2.2年以上大数据工作经验，熟练掌握Python/Java至少一种编程语言，熟悉java者优先；3.熟悉Mysql/Oracle等至少一种关系型数据库，熟悉SQL开发；4.熟悉HDFS、HBase、Hive、MapReduce、Impala、Oozie、Sqoop、Kettle等相关技术/工具，具备大数据分析项目经验；5.熟悉Linux系统，能实际编写Shell脚本；6.两年以上Java/Python开发相关工作经验；7.有数据仓库开发、海量数据处理经验者优先考虑；特别优秀的***。,重庆可兰达科技有限公司,"互联网, 电子商务",民营公司,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/chongqing/97125179.html?s=01&t=0
215,Hadoop运维工程师,,广州-白云区,,无工作经验,本科,10000-20000,,1,"五险一金,专业培训,绩效奖金,年终奖金,定期体检",岗位职责：1.负责Hadoop相关项目日常运行维护、故障排查工作；2.负责Hadoop集群的监控和配置调优工作；3.负责Hadoop平台的用户管理、权限分配、资源分配；4.负责集群服务器软件的安装、维护、部署、更新；任职要求：1.熟悉Hadoop生态，知晓HDFS、YARN、Kafka、HBase、hive等Hadoop生态技术的体系结构和运行原理可对大数据平台进行性能调优，升级扩容、性能监控以及配置调优具备1年以上Hadoop大数据平台运维经验；2.熟悉linux系统，熟练使用shell/python/perl中至少一种具备1年以上linux管理工作经验；3.熟练使用git版本控制，jenkins持续集成工具；4.具有良好的学习能力、沟通能力和团队合作精神；具有强烈的进取精神和乐观的工作态。,广州棒谷科技股份有限公司,"互联网, 电子商务,贸易, 进出口",民营公司,,1000-5000人,,27/12/2017,前程无忧,http://jobs.51job.com/guangzhou-byq/97087842.html?s=01&t=0
216,高级Hadoop运维工程师,,广州-白云区,,1年经验,本科,15000-25000,,2,"五险一金,专业培训,绩效奖金,年终奖金,定期体检",岗位职责：1.负责Hadoop相关项目日常运行维护、故障排查工作；2.负责Hadoop集群的监控和配置调优工作；3.负责Hadoop平台的用户管理、权限分配、资源分配；4.负责集群服务器软件的安装、维护、部署、更新；岗位要求：1.熟悉Hadoop生态，知晓HDFS、YARN、Kafka、HBase、hive等Hadoop生态技术的体系结构和运行原理可对大数据平台进行性能调优，升级扩容、性能监控以及配置调优具备1年以上Hadoop大数据平台运维经验；2.熟悉linux系统，熟练使用shell/python/perl中至少一种具备1年以上linux管理工作经验；3.熟练使用git版本控制，jenkins持续集成工具；4.具有良好的学习能力、沟通能力和团队合作精神；具有强烈的进取精神和乐观的工作态。,广州优樱斯贸易有限公司,"贸易, 进出口,互联网, 电子商务",民营公司,,1000-5000人,,27/12/2017,前程无忧,http://jobs.51job.com/guangzhou-byq/92095490.html?s=01&t=0
217,大数据开发工程师,,深圳,,2年经验,,15000-20000,,2,"五险一金,补充医疗保险,员工旅游,通讯补贴,绩效奖金,年终奖金",岗位职责：1、从事Hadoop、Spark、Storm等分布式大数据平台产品的设计和开发；2、针对部门大数据业务进行大数据分析、挖掘应用的开发；3、为项目开发人员提供大数据技术指导及解决大数据平台应用中遇到的技术难题。任职要求：1、二年以上JavaWeb应用开发经验，本科及以上学历；2、熟练掌握Java、Scala中的至少一门语言，有Python、R语言开发经验优先；3、熟悉开源框架Spark、Hadoop、Storm中的一种，有实际项目应用经验；4、熟悉Oracle、Mysql等常用关系数据库，熟练编写SQL语句；有分布式nosql数据库应用经验优先；5、熟悉Linux环境，能够熟悉使用shell脚本；6、对大数据技术有强烈兴趣，有志于往大数据处理方向发展；工作认真踏实，动手和学习新技术能力强。,深圳市康拓普信息技术有限公司,计算机软件,国企,,1000-5000人,,27/12/2017,前程无忧,http://jobs.51job.com/shenzhen/71598922.html?s=01&t=0
218,Hadoop开发工程师,,深圳-南山区,,2年经验,本科,8000-15000,,3,"五险一金,年终奖金,员工旅游,绩效奖金,弹性工作",职位描述：1、负责大数据产品的研发工作；2、技术难点攻关，解决项目中遇到的技术问题。任职资格:1、计算机、航空相关专业，2年及以上相关工作经验，有扎实的计算机理论基础；2、熟练使用Java，Python编程，有良好的编码习惯；3、熟悉主流的数据库技术（Oracle、MySQL等）和面向对象的编程思想4、深入理解MapReduce，熟练使用Hadoop，Spark，有SparkSteaming/Storm开发经验优先5、熟练使用HDFS，Hive，HBASE，Kafka；有ELK使用经验优先6、具备良好的学习能力，分析解决问题和沟通表达能力；7、具有高度的责任心和团队合作精神。,深圳市科信南方信息技术有限公司,"计算机软件,航天, 航空",民营公司,,50-150人,,27/12/2017,前程无忧,http://jobs.51job.com/shenzhen-nsq/92216622.html?s=01&t=0
220,资深大数据工程师,,上海-浦东新区,,5-7年经验,本科,22000-40000,,2,,岗位职责:任职资格:,上海帜讯信息技术股份有限公司,"互联网, 电子商务,通信, 电信运营、增值服务",上市公司,,150-500人,,27/12/2017,前程无忧,http://jobs.51job.com/shanghai-pdxq/93408607.html?s=01&t=0
